RepRapFirmware height map file v2 generated at 2020-12-17 12:30
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
67.00,251.00,67.00,251.00,-1.00,92.00,92.00,3,3
  0.055,  0.064,  0.019
 -0.029, -0.017, -0.027
 -0.002,  0.029,  0.023
